"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "X51" "X52" "X53" "X54" "X55" "X56" "X57" "X58" "X59" "X60" "X61" "X62" "X63" "X64" "X65" "X66" "X67" "X68" "X69" "X70" "X71" "X72" "X73" "X74" "X75" "X76" "X77" "X78" "X79" "X80" "X81" "X82" "X83" "X84" "X85" "X86" "X87" "X88" "X89" "X90" "X91" "X92" "X93" "X94" "X95" "X96" "X97" "X98" "X99" "X100" "X101" "X102" "X103" "X104" "X105" "X106" "X107" "X108" "X109" "X110" "X111" "X112" "X113" "X114" "X115" "X116" "X117" "X118" "X119" "X120" "X121" "X122" "X123" "X124" "X125" "X126" "X127" "X128" "X129" "X130" "X131" "X132" "X133" "X134" "X135" "X136" "X137" "X138" "X139" "X140" "X141" "X142" "X143" "X144" "X145" "X146" "X147" "X148" "X149" "X150" "X151" "X152" "X153" "X154" "X155" "X156" "X157" "X158" "X159" "X160" "X161" "X162" "X163" "X164" "X165" "X166" "X167" "X168" "X169" "X170" "X171" "X172" "X173" "X174" "X175" "X176" "X177" "X178" "X179" "X180"
"47" -6.3223 -1.5096 0.462 -3.3891 2.3178 2.7768 -0.8939 -5.4143 -1.1086 3.7451 -9.1773 -0.8356 -0.4941 -0.232 -3.9929 -6.0903 -5.6841 0.2703 0.7628 7.8838 -2.7503 -0.3945 0.1877 -6.4905 -2.9911 2.2632 -6.1869 2.4394 1.2977 1.6497 4.0911 -1.0965 -0.7431 -11.3286 -2.0271 6.4273 -5.8487 1.1434 -0.1022 -4.9046 -7.9137 -5.1297 -5.5394 -3.3826 6.5099 -6.1085 -0.5858 -0.7548 -5.6456 4.5585 0.0272 -7.1156 -1.907 -8.8331 4.1246 1.4097 5.3709 -0.3995 3.5473 1.9266 -0.9997 0.7909 -0.2317 -1.9792 4.7268 -5.2246 1.3886 -7.5926 -3.6837 -0.8296 -3.9925 3.1057 0.0539 -0.8817 3.865 5.7077 3.2059 5.2401 -3.7093 0.8729 5.5187 -4.2131 -1.7525 -7.1548 -0.2961 0.1869 0.7134 -6.6379 2.8877 -7.6094 -4.2712 1.6449 0.3062 1.8485 -1.0287 -4.0738 -6.2244 10.0903 0.1363 3.1118 3.9265 1.4408 3.9797 2.4872 7.6173 -4.1398 4.4999 0.9352 -1.0363 1.626 1.916 3.371 6.8099 3.2785 8.124 1.3915 1.3978 -2.436 -1.5312 7.1482 -4.1593 -7.0306 5.9975 0.4985 0.4433 1.7871 -3.9321 1.5246 -2.0147 3.7169 -1.2441 -5.6062 2.5975 5.832 -0.3932 2.002 -14.6701 -11.8102 3.2389 -2.012 0.5141 -0.9033 -0.2783 0.8813 2.9659 -7.7729 -5.7115 -7.3314 3.8594 0.6201 3.8445 0.904 2.9072 -2.9174 1.3996 -1.9192 -2.6947 6.0417 -1.6069 -7.4487 -3.89 3.2062 2.3548 -3.828 -3.9416 -0.668 1.4155 -1.1256 9.9248 -0.1308 -7.501 -1.6847 -6.6927 -2.6255 -3.8933 1.4085 -5.938 -2.7164 -1.5922 -9.3925
"48" -1.599 -0.7322 2.9428 1.0354 -3.1133 0.0503 -8.3737 -6.2578 -5.3451 2.1566 -2.1919 0.4595 -0.3482 7.5269 -8.1084 -1.244 2.9077 4.0341 1.1729 5.5474 9.0718 -5.3203 -2.3197 -1.6806 4.6636 3.4453 -0.2401 3.4637 7.0092 -1.7127 10.186 -4.714 -4.3482 4.5661 7.2386 2.2613 1.1842 2.9097 -6.5754 -0.4907 -1.4745 -0.3125 6.4442 -2.6041 1.6602 0.2087 0.3505 -3.2057 -1.2054 2.4927 0.0629 -4.4585 3.4903 0.9737 1.1359 1.0269 -3.4307 -6.0965 -7.1275 5.7054 1.4864 -5.9089 -3.8644 3.0322 4.5696 2.4959 3.5436 0.0341 1.8894 9.0807 -1.2141 7.8482 -4.0254 -10.7411 -1.8627 3.9646 0.8466 0.3495 -4.5578 3.2479 -0.9858 -2.9173 -8.5947 2.9029 6e-04 -9.0438 -2.7073 -0.8032 4.7196 13.0717 -1.4861 -0.9579 -4.888 0.2311 7.5549 -1.2139 -3.455 3.1632 8.9341 6.016 1.6702 -2.4899 -2.3001 -1.4253 7.2688 7.7452 6.0053 4.3473 -1.9084 4.2846 4.9811 -2.4992 0.875 -6.2626 -2.8075 -8.0015 4.8149 -1.4122 8.3845 4.6595 0.772 -1.7619 2.4907 -10.3258 0.4653 1.5636 -0.1355 -1.6735 7.4568 1.3295 -1.9421 1.8595 3.2386 0.9391 7.2679 -3.3059 2.8691 2.2852 -3.9438 6.8597 4.7708 -3.7445 -1.8393 -0.2773 -2.8725 -7.4937 -5.5533 7.3126 8.027 1.115 -1.691 3.7404 -3.3819 -0.6665 0.8818 -6.886 10.4869 0.2157 -1.7792 -2.1698 2.584 -4.8596 -1.6222 -2.6534 -0.6246 5.1113 -0.9342 -0.7173 0.6205 -0.3286 0.1404 -5.2343 -5.7211 1.6323 -5.6126 -3.0095 0.3425 -4.2038 0.6987 2.0494
"49" -2.4372 -2.1322 -0.5125 0.7429 -3.536 -0.7159 9.4558 -1.3183 -1.7075 -2.0386 1.5609 -11.0257 2.2459 1.9996 1.8589 3.5535 -4.5487 5.6612 -1.7605 -3.9515 -0.8376 4.0554 2.4147 3.2975 -2.7983 5.7932 10.6955 7.9789 -0.028 5.8608 1.7791 4.0928 -1.1159 6.5048 -0.3043 -5.9921 0.2529 4.5276 -0.3197 0.3482 -3.1711 -7.8153 -3.2459 5.1902 0.0805 7.9892 1.3113 -1.0712 4.2407 3.2543 -3.8182 0.0034 4.7461 -2.4965 3.3798 -1.9092 -2.0537 -1.1675 4.2172 6.0384 -4.0053 2.7278 -3.1214 -4.5081 -0.9703 1.0382 0.2344 -13.6504 -1.5835 -12.0661 -1.0255 -0.2813 -7.2409 3.277 -4.9843 -0.6021 -2.5969 0.2152 -1.5661 -0.3394 -1.118 -4.3413 0.3511 -2.9446 0.3601 -1.597 -3.7845 1.7538 -0.8934 -1.5629 -2.2789 -4.9107 -1.5701 -0.3696 2.7955 2.7194 -3.3628 5.966 -5.1873 15.6359 -3.7065 -0.4581 2.8465 7.5845 1.0576 -3.0702 -1.8538 -3.9479 -3.0873 3.493 2.6152 -1.018 -0.0157 3.3661 0.6355 3.5502 -3.5992 -1.6442 -1.385 0.2936 -1.7661 3.5296 -0.8779 -4.4058 -1.9456 -1.7441 3.5006 -3.5983 -0.8574 9.9815 -8.2675 -5.1579 6.0151 5.6265 -5.9929 3.5665 -0.2984 -4.274 -6.6959 -2.347 -7.847 1.8053 8.0625 2.5688 -3.101 -1.9301 4.5043 3.6136 4.58 5.6271 -4.4271 -6.0533 -4.1128 -0.5156 2.0514 -1.9887 -0.4688 -4.3203 -4.1917 3.3167 -1.0994 -0.7795 7.7983 -0.7001 -2.1574 3.1702 -0.8089 -5.9573 2.9416 0.0678 -2.2338 1.7481 -4.3074 7.2072 -3.7916 8.3689 -5.2709 3.5155 -5.9334 2.9849
"50" -0.5468 2.7754 5.7713 1.1007 -2.761 -1.71 3.6509 5.7238 5.7097 3.9518 -3.6501 4.5909 -0.6933 1.9008 1.7403 9.046 -1.3631 2.7466 -1.2126 -0.4351 -2.3174 7.1835 1.7291 8.2089 0.7538 -2.51 5.6574 9.4984 -1.8551 3.961 -4.7182 6.5996 0.6869 3.4404 3.1997 -2.6877 -2.0589 -2.9317 8.2831 -1.5096 -3.5146 3.9501 2.1012 1.6821 0.9593 9.0498 -2.1804 -8.4135 1.8762 -4.1103 -5.834 4.5045 0.1419 -0.7489 0.7956 -1.7546 3.8333 2.4277 -0.6764 -7.5674 5.1657 -9.0128 -7.3245 -3.6799 -3.058 -2.8235 13.0391 0.5005 -4.372 5.0871 -2.1825 6.9977 5.2338 1.0004 -9.8315 -3.7623 4.6101 3.3206 5.3218 -5.8653 -5.7017 -1.6684 3.9058 3.0039 4.5088 3.6464 -0.9211 1.1407 -0.886 -9.6966 -0.1913 0.4864 2.3842 -4.8499 -1.6672 4.6352 0.1894 -3.8742 -1.0294 0.3778 -2.2416 1.03 -2.9709 2.2867 -3.294 -7.8889 3.9816 -0.7969 1.1855 3.4958 -0.5116 -2.1926 -2.9171 0.696 1.6687 6.2531 -0.2953 0.8449 0.7507 16.6039 -0.1114 8.6872 -0.0242 6.4448 -2.2428 -0.6487 -4.0585 -5.2131 1.3883 -1.145 -3.5067 -3.9789 -2.5331 1.3047 -4.1205 0.4178 2.9401 -8.5657 3.6225 6.9412 -5.9822 5.0233 -1.8053 -8.8171 -3.6245 -3.8905 -6.3934 -2.0747 -0.3305 -2.1387 2.7929 -1.6252 -3.4493 -1.6771 -5.726 -1.2915 -7.359 0.9227 -4.4469 7.7149 2.9243 -1.1015 -8.9474 0.2127 -1.0613 -2.0099 -6.7372 10.0268 9.8623 -10.8976 5.5597 0.7678 4.2803 3.2304 2.4703 -0.5994 2.7192 7.3154 0.9666 -5.1061
"51" -7.0292 -2.3088 -0.5884 -0.8464 13.4014 -3.4253 5.5705 6.4713 -4.2425 8.0809 0.1714 0.384 -6.9388 5.7407 -0.4611 4.1189 -1.7335 -0.8128 -5.9472 -0.4209 -4.8852 2.2063 -7.5169 3.5204 0.8663 0.1057 4.0486 -5.7663 0.5472 0.2819 3.5626 -2.5088 1.9458 -0.9149 -0.2626 3.8404 1.6829 -1.953 -2.6593 0.6821 -2.6875 2.31 2.3953 -3.7726 -1.6276 2.2914 -0.1045 -4.1231 1.9131 -6.2076 -2.2594 13.3714 0.2915 -0.8517 2.8902 -6.6825 1.6836 8.2483 3.099 -6.5952 -3.1152 -4.4745 -2.9597 3.3505 -1.6616 1.8608 -4.8293 -2.2974 -7.469 -0.3139 -4.2715 -2.2959 -4.7713 -3.8132 1.8555 8.5265 -0.4106 -4.6657 3.4148 -2.9216 -5.1771 2.7111 1.4967 -0.0311 4.1226 2.3079 5.275 5.139 -2.7195 -4.0884 -1.0767 -6.1276 -6.4937 9.3631 -2.9467 12.6411 -1.9623 0.5707 -5.3981 2.2355 -4.8937 -0.958 -0.774 -0.7293 -5.6258 -7.9143 8.7498 -0.0948 -0.6826 1.9311 2.8312 -3.8129 2.6741 5.8982 -3.6806 -5.2144 4.2183 3.7489 -1.4357 8.0756 3.0956 4.411 -2.6151 11.3453 -6.52 -6.1646 2.3919 4.021 -0.7122 -3.6287 -9.8099 1.3379 1.4008 4.3805 3.2667 -2.0627 7.374 0.0339 8.0502 9.2517 -0.421 -1.1003 -1.2373 -1.6243 8.9682 -5.1179 4.0809 -2.6687 1.1183 -3.0047 3.6237 2.4711 11.9513 2.583 3.529 5.0276 8.9941 1.8037 0.7984 3.8594 -4.0599 -4.2562 5.4599 -9.4135 3.2025 -1.1174 -4.1063 -5.0746 1.1997 -2.213 -1.1002 3.8347 -5.1524 1.2302 -5.9135 0.6584 -2.4708 1.5389 -1.5538 -0.5905
"52" 0.5942 0.2568 1.2136 1.4487 -12.8538 -1.9704 2.1165 3.8676 4.5948 1.0064 -1.9785 0.5934 -2.6997 1.7021 2.4207 0.9886 0.5535 -0.0291 -1.3316 -2.1255 -3.2486 2.6862 -4.5264 0.6016 0.7637 -5.5623 -2.5373 10.1202 3.221 -2.6768 5.0491 2.6681 -3.5826 -6.2305 -4.673 -3.9474 7.6049 0.6107 4.2081 0.8919 -6.3883 -10.8722 7.4923 2.9344 -7.9766 5.1072 0.4311 2.1521 5.8497 -1.8933 -4.3455 0.3363 8.371 -3.0828 2.96 -1.4661 -5.3397 -3.6685 4.4887 8.4063 -1.2197 -1.0514 6.1072 -2.0169 0.5151 1.9675 2.9753 0.4645 5.4159 -3.3989 1.9551 4.3375 6.4783 -2.3971 1.3345 6.1933 2.7342 5.5611 3.7269 5.0365 -2.4906 -1.5895 -6.5743 -3.2485 -5.0449 1.0575 -2.1306 -10.2557 4.1121 1.8299 3.0906 -1.4496 -5.5769 1.1978 -2.6346 1.0498 3.9085 6.5717 -4.133 8.3724 -5.336 -0.4246 3.0247 7.8631 -0.8378 -1.1995 2.491 -2.7533 0.2182 -3.6133 4.0734 0.6973 5.41 5.1224 -8.1486 2.0293 3.8195 7.753 -1.4667 5.8406 3.7298 0.5835 -7.1618 -1.1306 -1.8596 -0.8286 12.3735 3.2568 -6.4011 2.7395 -0.6915 0.7738 2.6461 -3.7442 -1.3295 8.1657 3.9064 -7.2531 5.3893 2.1888 -3.217 -4.8411 -2.824 2.9807 -1.7112 6.0541 -4.8523 -2.7034 -7.0885 -2.8727 -2.319 -4.5525 -1.4964 -3.6474 0.798 1.1089 -9.6802 -2.4502 3.4909 0.1129 -2.5774 5.1719 -3.41 4.5652 2.4907 -4.5578 2.5444 2.2954 3.1985 -2.1979 8.6967 -1.7821 -4.7381 0.3434 -5.7701 4.3684 -9.4928 3.5936 3.1884 -5.4967
"53" -0.1953 -0.5408 3.0381 0.4999 7.0183 -0.0884 3.5864 -2.3661 -1.4241 12.0355 3.5945 -5.4138 1.7132 0.0369 0.4564 -2.0874 -2.9182 0.0633 5.1096 -2.1317 -1.3098 9.2831 2.6091 -3.1844 3.3517 -1.2348 4.6127 0.5833 2.6785 -2.1324 -3.2982 -7.9607 -0.3731 -0.9382 -5.6339 -2.5582 -1.3578 -0.1058 -2.0772 -4.6721 1.6548 -5.6008 -2.2711 0.7635 2.8254 0.0105 0.7271 -0.4607 -0.9346 -1.189 9.4699 0.5977 -5.5163 3.521 -3.1415 3.836 0.6688 -4.6076 4.1622 -7.3343 -6.4529 -6.8265 4.5291 -3.6011 -2.6022 0.7559 -4.5612 -6.4112 1.495 -0.0648 4.1524 -2.8005 1.6495 -1.3498 1.2905 0.3892 4.2428 -1.9346 0.1425 -1.8476 -0.4071 -3.1978 -2.5625 -5.6375 -0.4718 -5.1582 4.2162 -0.5316 6.2943 -6.6124 -4.2476 -1.4563 -2.8179 -0.9502 1.279 4.7438 4.874 2.1265 -0.5003 0.2805 -5.0557 6.0413 0.9673 7.2334 -5.2587 8.9603 5.8348 -3.1395 -4.316 -4.4926 0.8593 0.8204 1.9054 4.1258 -6.4484 0.4461 5.0655 -9.4402 -7.3554 4.0442 5.9893 -1.8678 12.7732 -5.3163 4.232 4.8121 -1.2691 4.681 -8.2241 1.9161 -3.9965 2.0927 -2.6978 0.9704 3.9556 -6.7834 -0.9564 3.1113 -2.0231 2.5487 -7.6639 1.8091 -7.6024 -8.4096 2.6252 2.5381 6.8099 -2.2968 -6.1989 -0.7666 -3.9652 3.7384 -5.1685 5.602 1.5288 2.9506 -0.0423 1.5923 3.8177 -2.8271 2.1418 5.9405 -2.0073 2.5516 -0.1162 3.7641 -0.663 5.0288 3.4814 -4.6531 0.1587 -0.1131 -2.1961 2.0774 7.2472 2.6519 -2.4736 -5.41 4.7268 1.4378
"54" -1.8907 -5.5581 0.4253 -4.1369 -1.8797 -0.4789 7.5703 5.0382 -0.4282 -2.7892 3.3284 -2.7068 -2.9382 0.6254 0.4913 6.967 4.4984 -8.0139 0.5178 4.6767 -5.1905 5.5573 -4.1209 7.03 -3.7389 0.4666 -5.9765 -2.02 0.1641 -5.4315 5.3924 -7.4083 1.9728 2.4357 -6.5057 -5.2906 -0.7158 8.2629 8.9591 0.2265 6.5768 3.5101 7.0103 2.4802 1.1662 0.9381 4.7998 -1.3637 -4.174 -7.5472 4.2884 -0.5556 0.64 -1.9139 5.5684 0.2857 -2.9594 6.1669 -2.159 -0.8402 1.9544 6.5217 -3.1025 -4.5713 -2.3705 0.444 2.6346 3.2522 3.4939 -0.25 -5.3934 5.3835 2.5921 2.1678 -4.3582 -2.444 -4.969 -0.7919 0.0558 6.106 -4.691 -0.6559 2.6485 -0.6753 -4.2156 -0.7023 1.0853 -0.2694 -1.4545 4.0182 -5.8268 -2.6259 3.5953 -11.7322 0.4593 1.7435 -0.2408 -0.6674 4.9624 9.7044 -1.3885 0.1834 -8.8276 -2.8968 2.7273 -2.5041 -1.7409 4.1953 -3.4751 8.9518 2.2365 2.8273 -2.9818 1.7742 -4.0904 -1.0086 1.9406 2.2156 -8.4174 3.1457 6.5601 7.5137 5.2296 -5.3747 0.5383 -0.0825 -3.6948 -0.9688 -4.782 3.9597 3.536 6.2431 -4.0564 4.0187 -4.7191 0.9018 -0.571 -2.0158 8.0967 -7.2489 0.3912 -4.5096 9.4811 6.7905 -1.2983 3.6809 0.2317 3.6608 0.4229 3.1973 -7.3203 0.913 6.7397 3.9795 -3.909 5.473 -5.913 5.3635 1.7164 7.5459 -0.4074 -0.4637 -6.5155 -0.9384 0.4025 -6.0123 6.4944 6.9589 5.0923 1.3446 1.7798 -1.8955 -2.0415 -2.0465 -3.4455 3.2777 0.953 -1.2401 0.0721 7.9043
"55" -3.0234 -1.0079 -3.3021 -10.1911 -5.6027 3.9603 0.1357 -0.381 0.1479 -7.5951 -0.9109 -4.9239 7.7129 1.953 6.3281 4.6465 9.0761 1.4447 -0.6168 -5.3099 1.3892 -5.5829 3.9633 4.5997 6.0099 -0.623 5.4953 -4.5808 1.103 -3.4527 0.9842 -0.627 -0.726 -13.7652 4.2889 -5.1561 -4.3013 4.8927 -1.0166 1.6298 -9.642 -3.1319 -0.3287 6.1774 -0.7269 -6.8977 -12.3969 2.0876 -3.812 4.3429 2.18 6.5181 -5.8164 -0.9678 1.1028 -0.3429 -1.0674 1.0375 -9.8207 -1.5836 1.1284 0.412 0.331 -2.1414 -0.5574 3.043 -2.9242 6.2101 1.8069 -5.455 0.5028 0.3836 1.7467 0.8787 -2.3203 0.7444 2.706 -0.4998 2.1353 1.6966 7.0316 1.748 -5.5812 2.1142 -8.8416 1.3287 -3.2888 0.3133 5.5139 -6.1301 2.6384 1.0478 -1.0759 2.4286 5.3066 7.0078 5.4111 1.5628 3.2664 -1.8401 5.9617 -0.9329 4.2496 -6.1178 -5.841 4.9994 1.6622 -2.2249 -7.1268 -3.5787 -0.4723 10.5819 -1.2336 -1.5076 0.8723 -5.369 -10.9054 -0.7414 -5.4016 1.5904 0.9483 4.1966 -2.2235 -0.2042 -0.3111 -0.3656 3.405 -0.6639 0.0644 -2.4599 -0.7099 7.4757 -1.5851 0.0444 -0.6374 -0.7431 12.9391 5.625 6.6409 -3.4226 2.0058 3.463 6.5508 4.6155 -1.096 -0.863 1.5727 4.2989 -3.6813 1.5145 -2.1331 -0.0915 3.3843 -0.6442 0.7738 0.2309 7.8835 6.3299 6.8594 4.2677 5.8042 -2.63 -2.347 1.3466 -2.2081 -0.6405 6.0059 0.27 4.5895 7.6287 2.5318 -2.1715 -4.305 0.3533 -0.6295 -0.5444 -1.146 3.2962 10.0164 -5.5548
"56" -5.8743 3.1518 -2.5266 -3.6406 2.4018 -1.6198 1.4504 0.0258 -2.5017 1.7412 7.0532 3.8686 8.0684 -1.5594 -7.5112 1.2381 -1.2192 -6.7506 -0.1522 -4.2753 5.7072 -5.1152 -1.8231 1.0891 -6.8566 1.1247 -3.5561 2.3965 6.0925 2.6023 -7.0461 -3.6986 -9.3427 -4.7949 -5.6418 -1.5626 1.337 -5.8454 2.2735 -7.479 -2.7673 6.866 0.3902 -4.6816 4.017 -6.9806 -0.4669 -7.0291 2.0057 -1.2247 -2.6971 -0.6321 0.1026 2.7334 -1.3187 1.0543 1.7659 1.3188 -1.654 1.6976 2.4145 0.9073 -9.7649 -4.5038 -3.2742 -1.9323 -5.6855 0.1097 3.653 -2.3928 -2.0392 -4.8265 5.4175 -4.734 1.9593 -9.4662 -11.5367 -1.4229 -4.0773 -3.7587 2.9336 1.1165 -8.8689 -4.5197 1.9693 -4.6357 1.681 3.7002 -3.3254 -0.439 -4.6751 -2.542 1.6682 -2.4621 -2.8798 5.4147 6.8179 -4.6772 -0.805 -2.5287 0.1983 3.9653 2.354 -6.6666 2.2541 0.1377 -6.1921 -1.2332 5.1985 7.7893 -3.0218 0.8811 3.2412 0.0698 -1.9263 7.5562 0.2829 1.5204 -5.136 3.0565 -2.5842 -0.152 5.1983 -5.5809 -0.4313 1.3915 1.6967 6.4646 1.5961 6.407 -1.5558 -9.305 5.6321 2.1824 3.3604 -5.0665 4.1834 1.5375 -0.0245 2.9112 5.5746 -0.5096 -2.3054 4.1414 -1.5094 4.8574 4.5644 5.9036 -5.4387 -5.963 -2.1975 3.7818 1.8244 -2.4408 0.4274 -1.7446 -4.4886 4.5827 6.4469 -0.3674 -3.6161 1.0566 0.2 -1.0187 2.5055 -0.2404 -4.9023 4.552 -1.5328 5.5802 -0.9482 2.1449 6.37 1.3682 -2.4751 3.6017 -6.9606 7.5503 -5.2427 -4.0411
"57" 4.6382 -6.3608 -0.5431 -4.4319 2.2766 2.8509 0.138 -1.9183 -2.5228 -8.0509 4.7637 2.7106 -3.0275 1.5262 -5.8468 -3.031 -3.1228 5.1716 4.6788 1.7143 -3.7863 -3.6977 -3.672 -3.1683 -5.1419 8.6537 2.1886 9.1243 -1.7757 -3.6548 1.4666 1.097 2.5553 -0.7081 -0.6596 2.6379 -3.9923 3.3277 4.1625 4.7242 2.9891 -7.2257 2.9126 8.0599 -5.3428 -1.5483 -1.2775 0.824 -2.1404 2.8201 0.2491 2.926 1.2615 0.6074 5.4014 4.5538 6.799 -2.2596 3.4477 -7.66 3.852 3.3193 1.1142 -7.2876 -4.2089 4.8254 1.8396 -2.6709 6.8134 -3.2085 -6.621 -3.1448 -2.2875 2.9747 -9.1446 0.3852 -2.4462 13.4967 2.672 0.7758 -2.2301 -8.0297 -1.0647 -7.8333 5.6101 -0.2078 -9.8887 -5.8998 3.1876 4.1924 4.9046 -0.4637 10.0369 9.9188 8.4186 -2.9625 1.7083 2.7191 1.7815 -0.0114 -0.9158 -3.5694 0.7454 2.8372 -0.4789 -0.4998 6.2562 -4.2192 -4.2585 1.1874 -5.468 -0.6217 -1.7384 10.5697 6.9406 0.8403 -6.0359 -4.1033 2.7061 3.5001 5.2503 -2.9973 0.3233 -3.0834 4.5709 4.4417 5.4252 -3.6074 6.9571 1.3409 4.5164 0.6523 0.6652 0.5271 -3.8728 7.1308 1.5001 0.775 -3.9063 -1.2755 -1.454 -3.0161 -0.69 -0.2771 2.0906 2.5255 4.8521 10.5391 -1.8872 5.5127 0.328 5.9406 -8.0114 -1.4943 -1.1007 -1.492 0.1086 -5.1568 1.4872 -3.0814 0.6274 -0.2804 7.2224 2.2872 1.3467 -7.6533 -2.1315 -6.9444 -3.0864 0.5368 2.7791 6.3471 -0.0936 6.9191 4.8013 2.6788 11.6994 1.8774 -3.833 3.1401
"58" -3.4341 -2.3577 -4.9411 2.1826 -0.057 -3.1262 3.588 3.8645 -6.1748 -2.6376 -1.3644 7.0198 0.8127 -4.2115 -2.4355 -0.2689 0.3442 6.3499 -0.2668 -2.5583 5.8001 1.7209 -1.5977 -0.6947 -7.0028 -4.371 -6.2494 7.8015 2.8216 -11.5088 -4.1949 -6.1119 -2.7839 2.1534 0.9336 -1.9808 0.5672 -5.0054 1.0213 -0.7917 -0.9475 1.3363 -4.9885 -0.1097 4.2516 7.8053 -3.3667 -5.2518 -3.4262 1.7848 0.5385 -7.6444 0.262 0.6362 -5.3241 -2.393 -4.4719 5.982 5.6281 -1.7414 -2.0505 -1.4269 0.1723 1.8552 0.9704 -6.9636 -0.9416 0.1334 -1.9905 1.6438 2.47 -4.5655 7.6012 -1.7762 2.7022 -0.414 -2.3136 3.8336 2.461 7.4994 -2.3599 -14.4643 6.2629 6.2308 1.3142 3.7215 -2.4642 7.963 -4.0833 0.9756 -4.0317 0.6119 -0.5839 -8.0683 -3.2603 -4.7929 1.9391 1.0252 8.5929 1.7078 2.5192 0.877 3.2839 4.7819 -2.3255 -7.1139 0.3542 2.2624 -0.4883 -6.3898 0.1749 -0.2805 0.7972 2.086 5.6975 2.987 -3.0092 -6.8768 -2.719 4.3824 1.3144 1.2805 -1.0012 0.6962 -0.6709 -1.9456 -1.1788 0.6614 -4.6863 3.4336 1.1639 -3.86 -5.3423 6.6677 3.6588 -1.914 -2.551 4.521 5.0302 0.5785 1.2694 6.9729 0.9808 -0.4184 -4.4981 -2.9314 -2.1815 1.879 -5.68 -3.7498 3.5051 -5.8887 -5.0647 5.5241 -0.7989 1.0846 1.5973 4.4282 -6.9613 0.9055 3.9799 -7.1404 5.7736 -3.559 6.4515 -1.564 -2.0313 3.2604 4.3118 -2.4602 3.5467 -0.8604 -0.7243 4.8635 -8.4648 2.1504 -1.8869 1.5384 6.3576 -4.0967
"59" -1.2307 -2.6192 -2.3246 -7.8058 1.1837 5.7311 -2.6483 -7.2826 6.0744 6.1028 4.1249 -4.0188 3.9662 -1.7116 7.0992 -5.5241 2.7698 -0.447 -0.6074 -3.6822 2.9909 8.1834 -2.0462 -6.2753 5.2453 2.2369 3.1075 -1.1993 -1.864 -1.5381 2.8129 -7.7782 -2.444 -11.0453 -6.1018 -0.7527 10.7796 3.0174 0.3398 0.2462 -4.4694 -2.6326 -1.6535 4.7222 -1.3499 0.2947 3.3165 -7.9307 0.6096 -6.9939 -5.8896 3.5995 -0.0518 -2.4151 -4.2874 -0.9757 -7.7995 2.5625 7.7974 1.8071 -5.261 -3.4352 0.2878 2.0737 4.4273 6.2312 8.964 -1.9752 4.7232 1.2797 -1.2935 1.3598 3.4762 -1.3983 1.9752 0.266 -2.308 4.8484 1.9369 -5.2479 -0.7546 -5.1648 3.4055 3.2402 4.6856 -7.4302 2.1646 -5.1061 8.8478 1.8303 -2.5365 2.2555 3.784 -4.9658 -0.6499 -3.3979 -1.7143 3.3359 -6.4712 -4.8305 0.7469 8.211 5.7166 5.2524 1.2885 -7.8522 -1.4613 -8.6561 -0.2975 0.0182 2.296 -3.967 0.4643 0.7815 -0.8859 0.6089 -1.4667 -4.7379 -8.8812 -4.3777 -1.1304 -5.7515 5.7199 2.014 -1.3896 -0.4434 -2.1689 0.1902 -1.1682 -4.0914 5.0105 -8.5343 0.6193 -5.9873 -0.483 0.4132 -7.6697 -5.5886 -3.8015 -6.185 -10.3905 -0.599 -1.424 3.6391 -0.048 -8.8366 -7.3205 2.4376 1.7586 -5.3776 -3.1079 2.7864 2.2504 8.2255 -2.4815 -4.6414 -0.5757 -5.9603 -1.2425 -6.4263 1.3421 0.2102 0.2837 -0.1079 3.7878 3.0096 2.6515 2.2516 0.5898 1.7333 -5.1821 -2.4759 0.6906 0.1906 3.492 3.7467 4.0191 0.8529 -3.6846 7.1739
