"y" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "X51" "X52" "X53" "X54" "X55" "X56" "X57" "X58" "X59" "X60" "X61" "X62" "X63" "X64" "X65" "X66" "X67" "X68" "X69" "X70" "X71" "X72" "X73" "X74" "X75" "X76" "X77" "X78" "X79" "X80" "X81" "X82" "X83" "X84" "X85" "X86" "X87" "X88" "X89" "X90" "X91" "X92" "X93" "X94" "X95" "X96" "X97" "X98" "X99" "X100" "X101" "X102" "X103" "X104" "X105" "X106" "X107" "X108" "X109" "X110" "X111" "X112" "X113" "X114" "X115" "X116" "X117" "X118" "X119" "X120" "X121" "X122" "X123" "X124" "X125" "X126" "X127" "X128" "X129" "X130" "X131" "X132" "X133" "X134" "X135" "X136" "X137" "X138" "X139" "X140" "X141" "X142" "X143" "X144" "X145" "X146" "X147" "X148" "X149" "X150" "X151" "X152" "X153" "X154" "X155" "X156" "X157" "X158" "X159" "X160" "X161" "X162" "X163" "X164" "X165" "X166" "X167" "X168" "X169" "X170" "X171" "X172" "X173" "X174" "X175" "X176" "X177" "X178" "X179" "X180"
"53" 40.4812 -5.1453 -2.5155 -2.1199 3.065 5.5977 0.993 2.6507 -1.7216 -0.633 6.7897 3.3067 2.6913 -0.4354 1.4519 6.73 5.2707 -1.9514 6.5644 -2.1994 -0.8313 -5.712 -0.8699 6.4625 5.357 -1.2317 1.0776 6.2573 2.9548 -3.8802 6.3787 5.1858 -2.8726 -10.6152 1.8098 -0.2007 -0.0063 5.9586 3.0692 0.5068 1.6228 0.4489 3.5238 1.114 -5.2072 -2.705 1.0192 0.9463 1.9461 9.1698 -0.7045 1.4401 0.5314 10.0137 0.6209 3.6111 -1.9374 -0.9932 6.6139 3.365 2.8391 1.7457 -0.7089 1.9566 -4.3803 -3.0926 -1.1622 1.285 -2.5201 8.8776 2.9894 -3.6722 -0.5135 -3.0776 -0.5121 -0.2186 0.2019 -0.0706 -1.0925 -1.8209 -3.7152 5.0214 2.9345 -3.613 -4.3329 -1.2668 2.5292 1.4774 -0.7144 6.7769 -1.3482 -6.1738 1.2109 5.0783 3.7958 -4.3965 3.6795 -7.0087 4.0704 -3.5513 8.5365 -7.3348 -0.5775 10.0763 0.3942 0.3347 7.8694 1.1477 6.6374 3.8208 5.0119 -0.7134 0.5635 3.0668 0.2929 1.336 -0.9689 1.6408 1.7452 -3.7726 -2.2766 6.1531 5.0042 -3.1548 1.5141 -2.2919 -1.9741 1.6771 2.5673 3.7189 0.0697 2.5795 3.9279 -2.3482 3.1702 1.5688 -4.3707 -13.4089 -3.4725 -3.2226 2.2954 7.5651 -1.2222 -0.4972 1.5987 -6.0512 -1.8775 -0.7246 -0.9185 -3.2859 -3.2558 2.5292 1.5563 6.4845 1.3726 9.483 3.8937 3.9374 2.1207 5.4816 4.9101 -7.9401 -8.2545 5.6919 -1.7173 8.3555 1.4911 2.3951 3.187 5.7377 2.1109 -9.3963 -6.8025 -0.8107 -1.8937 7.2646 1.3017 -0.897 -0.2797 2.1955 -4.5262
"54" 7.9702 0.3987 -6.4765 -6.1743 -12.3136 -3.2438 -3.5223 5.6911 -5.2867 5.4879 0.8004 -0.6573 -0.4557 -10.102 5.5662 -9.8858 -1.9344 -4.81 5.3068 -5.9285 3.1188 -8.3704 1.9317 -0.6468 -1.9349 -1.9395 -0.4824 0.0827 -6.3457 -5.3014 0.1235 2.9815 -1.2129 2.8886 -1.2693 -11.497 1.1235 -0.255 0.9011 4.5244 -2.2628 -0.6948 -0.2625 -4.4086 -0.8566 -7.3357 -0.0516 -5.8036 7.9918 0.7955 15.871 1.5108 3.4027 -8.3319 0.347 10.2893 -6.3902 3.2212 1.2056 4.4462 -8.1058 -2.7241 -5.9955 0.8558 0.8242 -0.0974 3.4744 -0.0455 -4.8539 6.7907 -3.2412 -3.3519 4.5592 -4.6871 3.1345 -0.7215 -6.9041 10.8128 -3.2816 -13.1267 -6.0361 3.7 -5.8162 -4.9598 -1.5689 -1.7192 -0.9954 -2.6306 8.4332 10.0345 -1.5726 -11.5746 -2.5514 -5.0395 3.3524 -0.4354 -1.9324 4.5753 -0.6979 -8.7444 6.6428 6.2573 1.2875 -8.4309 -1.4294 -0.9858 -1.6865 -0.9965 -5.6762 -0.6874 -3.4259 3.4103 5.0927 1.0264 0.6455 -0.579 -4.1878 -3.1728 -3.7739 0.1507 0.5505 -3.4628 -1.7745 5.1863 -1.6438 -5.9477 -6.3 -0.5968 1.1854 -0.9888 -4.5929 0.4207 -4.8329 -1.9136 -3.6793 6.7247 -5.7188 8.0552 5.941 2.1731 -12.7241 -6.4791 3.9618 -0.4734 -5.8405 -6.5968 3.9721 0.7307 -2.2027 -5.4525 11.6188 -1.8898 -2.9666 0.7478 -0.4119 5.6114 -1.3444 0.4438 -2.1356 -5.3288 -1.7295 -3.8031 1.2007 -5.0118 0.9634 -0.8106 5.7438 -1.0653 -4.2205 0.7609 0.6905 0.1326 -2.6407 -8.0217 2.019 3.7001 -10.7242 -3.9537 -4.8654 0.7515 -1.3532
"55" 15.7945 2.5771 1.8851 5.2856 0.1367 -8.9054 -1.6222 -2.4865 6.987 6.0279 0.6006 0.1813 -3.5276 8.8668 7.4615 1.5025 -3.9212 2.3253 2.6325 -2.0294 0.1136 4.2979 -1.58 3.9932 -3.7379 -6.7488 -3.6137 -2.3164 -2.4415 6.3292 -2.1282 -7.7299 3.6197 -10.722 -0.0777 5.4031 2.0767 2.5833 1.3745 5.7809 -7.1015 -7.037 -8.2783 5.4129 0.4812 -3.4759 -11.8616 6.1907 12.3388 8.7278 1.9153 6.2252 0.9536 6.4026 -5.5526 2.1692 -1.6078 6.9599 6.2247 1.9784 4.2002 2.4133 0.4348 -2.0564 0.4535 -4.5321 -1.4947 -0.7643 4.1989 2.9989 5.9515 6.1771 2.4892 5.2183 6.1129 -5.3917 3.6014 5.0439 -0.981 1.3928 -1.5658 6.2094 -6.4874 -3.9222 8.9174 -1.8535 -6.44 -0.2046 -0.8472 6.8654 -1.5704 -1.5481 9.2673 1.4435 6.4637 -6.9831 0.5777 -4.963 -1.5728 -1.9771 2.3699 3.9199 -5.174 0.2656 -3.8388 6.4224 5.9001 8.6812 0.9062 -2.2795 11.9824 6.5562 -7.6273 3.4237 4.0084 1.205 0.5344 0.4377 -4.0925 5.6738 5.45 7.7809 -3.9847 -1.4244 -5.9226 -1.5175 -1.6339 0.043 -7.7548 -2.5342 -1.4736 -0.9853 -2.6971 -2.0507 -0.9689 2.479 3.015 3.6437 12.0462 -5.7517 0.4378 14.0155 -9.7275 0.9146 -7.1117 -3.8647 3.6272 7.0359 -4.2699 -0.6807 2.1255 1.3151 -0.8412 7.0783 -0.7341 -1.3347 4.0682 -2.6999 5.972 4.3892 -4.023 -0.1208 -0.7122 0.5271 -3.9516 -5.8251 1.8046 -1.9585 1.6748 5.261 1.7232 -9.7948 2.9605 0.0978 -0.0459 16.0087 0.0359 1.3914 2.9579 -3.3554 0.4829
"56" -30.2036 -2.8842 -0.0404 5.188 -2.5649 0.8287 -1.6124 -3.4719 5.6252 3.7379 -4.1157 0.8066 3.4905 2.6839 -7.5174 3.0166 -4.5345 3.7557 -8.3973 -2.2599 10.7355 -5.4478 4.0799 -3.1861 -4.6288 2.082 -1.4618 0.1252 2.3697 -3.8279 -4.8886 -8.4117 -3.6021 -0.6224 -12.132 0.6292 2.4346 -1.985 -0.8448 -14.2891 -2.5669 1.1627 -4.9232 4.4102 -9.8244 -9.1118 3.5629 2.4555 -4.4573 -1.1402 -0.6417 -6.0194 8.4966 3.3596 0.4971 6.895 -2.895 5.6386 -1.3396 -3.8247 -2.6457 -1.1891 -0.1241 -3.3139 -10.6521 1.3139 4.1457 9.8429 8.4764 -3.9099 -0.9555 -4.9339 1.3315 -5.9433 1.2563 3.9365 -4.6288 4.9911 0.0206 -2.3752 -5.5719 -3.9369 7.9516 3.219 -1.7975 3.7964 2.0264 7.4688 -0.0765 1.0719 -5.2273 -1.6209 1.4674 -0.6666 2.2332 3.5828 -0.0703 -0.9692 -2.6733 1.7014 2.6226 0.7306 -1.8263 4.8323 -0.1815 -0.0854 -2.7442 -1.7936 -7.1756 -3.8351 -4.2063 2.8823 1.163 -2.0375 -3.6405 3.0786 5.6046 3.6191 -3.7482 -1.5781 6.7961 -1.132 -3.9921 4.0406 6.8053 -2.2935 -3.1065 -6.456 10.5952 5.1208 8.9423 1.4184 -0.068 -3.3957 -8.3079 3.6491 1.7219 7.9782 -2.9456 -3.7782 -1.2683 5.3886 -1.2525 0.0715 -6.1183 3.378 6.3756 -7.3008 2.8517 -6.7572 0.585 -1.8595 2.4577 2.546 -0.456 7.379 5.1861 -3.971 2.5916 -3.7257 -3.8806 -7.7903 2.255 0.7226 -2.5792 6.0681 -4.8301 -0.2182 0.9652 4.4916 -0.1878 7.3799 3.0943 1.1464 1.8466 3.5461 -7.7629 -3.482 5.3225 -2.8017 4.5958
"57" 7.8472 7.6316 -2.894 -0.1098 -2.2322 1.8368 -1.5631 2.8323 -1.0156 1.4705 1.6077 -1.8497 1.7209 -0.1169 -7.3381 -3.3404 -2.1566 -2.7296 -1.4428 -1.8492 -2.6124 4.8655 0.2167 -4.2967 -2.8782 0.7827 5.859 9.6295 -5.9638 2.9677 7.1888 -4.0246 -1.0111 -4.4152 1.3872 -6.2031 -1.4241 5.14 -3.9731 -4.1116 6.5677 5.0997 3.196 1.0132 5.0714 -0.1617 -1.1013 -1.3237 2.8029 -4.0387 1.5153 5.75 2.3587 -5.2248 5.7719 -8.3875 -1.9477 -3.6422 2.0069 -1.9034 0.6872 -0.3581 2.2275 2.5806 3.1573 9.8852 4.8523 4.8602 -3.7542 -0.8879 -0.3828 2.3531 3.5254 0.687 3.8892 -11.0296 -6.5945 -4.0405 3.6108 -8.1127 4.9941 0.1887 5.4799 8.4925 6.124 0.2948 -6.7289 -2.4942 4.0341 0.5084 1.6545 3.5862 0.1339 0.9112 -5.7398 1.9793 5.7077 7.3153 1.2436 2.3487 1.6763 5.6169 -7.6432 3.6343 1.4277 1.9411 1.7401 6.9746 -4.3485 0.8955 1.4865 -5.2058 -1.9985 -2.9777 -4.1176 4.4445 -3.9232 3.4442 0.6488 0.6431 -5.0256 0.8444 -2.3367 -2.0085 -7.3223 -2.5446 -1.4818 1.8407 9.0628 0.591 0.0875 -2.439 8.1605 -4.9582 3.3569 -4.2861 11.406 0.7061 -3.5585 5.4458 7.6802 1.5722 -4.1663 2.2208 -0.372 -8.6422 17.0603 -7.1586 -1.216 5.9995 -1.377 -3.7733 -1.3606 -3.8601 -7.507 -6.1758 -0.2111 -2.6834 -3.6313 7.3443 -2.9106 0.7844 2.5584 -1.6209 -0.3946 1.6259 7.1119 0.5435 3.6189 -1.0209 -0.7249 -0.3504 -8.9738 1.8799 0.5192 -5.5521 2.1337 -0.3269 0.6907 -1.8974 -1.7915
"58" -11.2686 -4.1768 4.7659 3.1704 5.5198 0.6863 -2.3819 0.1365 1.7745 10.6615 4.6468 11.8389 4.9272 -1.5329 -0.5527 5.6407 2.1376 3.2905 -10.3637 -0.3821 0.4886 -4.6025 3.6541 2.0527 0.8852 -4.9948 -3.4708 -1.2027 3.2386 8.7261 4.7493 1.3764 -8.8788 2.9116 -0.7926 11.5703 -0.8036 -0.8945 0.8243 -1.3339 -1.8907 4.1142 -1.7226 -0.9537 -0.9419 -4.9148 2.4381 6.1051 -5.6396 -1.2502 6.5538 2.4703 -0.1702 1.8541 -5.189 -1.4106 -2.2075 0.4486 1.038 -3.1769 0.5958 0.6747 -3.1773 -0.2229 -4.0239 0.6947 0.7661 -4.4566 -1.335 -1.3482 -4.0074 -1.4115 4.993 3.1324 1.4142 3.0782 -2.311 -4.1205 -10.9153 -4.1745 -0.3062 -7.9571 -0.2873 -1.0555 6.3949 -0.9977 3.7057 -0.7619 3.258 -2.635 -4.0312 -2.5138 -1.673 3.754 0.7114 -1.394 -7.1277 -4.1251 1.4767 -4.0387 0.1078 -2.5663 -3.0913 -2.044 3.0744 -2.493 4.7957 -1.692 5.6392 3.4029 0.9972 -4.0831 1.8959 1.1533 4.1019 1.5458 -1.4874 -4.6899 -10.9321 3.7357 -2.976 5.846 2.752 8.5549 -2.0758 -1.5473 -0.9609 -1.859 6.9251 2.9561 0.9951 -3.242 -2.6369 4.0117 6.7585 1.6264 2.3003 -1.5792 -2.2829 5.4182 1.4717 -7.7038 5.363 1.3056 4.6444 9.2248 -2.7531 5.8279 -6.9079 -0.8625 -6.873 -8.4014 1.1887 -0.5496 -0.6434 -3.0975 3.3222 -6.169 1.3663 -3.5622 1.7899 0.7348 0.4944 3.9246 -0.6593 -1.5723 -0.8375 9.0884 -1.7262 2.9547 0.7515 -2.1842 -0.2759 5.4899 -5.7525 7.9467 -0.4013 -10.9002 4.8314 -8.3305 2.3827
"59" -5.1621 7.6171 -2.716 -1.1553 -3.3456 3.4017 -6.3669 -2.7619 2.4826 0.2996 -1.9256 7.2741 -2.7696 -8.6027 -2.0014 3.1931 7.4355 1.2387 -1.3136 -3.2308 -5.0277 1.6081 -8.5644 -5.8127 8.4724 1.2171 9.7295 7.8951 -7.1572 -5.4998 -3.7788 -1.8396 -6.1751 -6.546 -8.3015 1.6939 -4.6557 -3.5165 1.9918 -1.0333 -1.0535 4.073 2.7154 -5.3616 10.869 -1.3767 0.4336 -4.9964 3.4268 -6.2493 -8.9988 -0.3097 -0.8219 13.0588 5.9823 -0.9433 -2.8725 2.392 1.1058 -5.4533 0.2424 2.0888 -1.6623 -0.2505 -1.5288 1.4518 -8.8835 -5.0969 -0.3513 3.5841 -1.4439 1.7839 2.8427 0.993 4.7681 -2.9427 1.7809 1.9316 5.4779 14.0895 -0.1353 2.8946 -0.8219 -9.3118 -1.9865 -0.8065 1.2812 -4.0791 -0.7235 -0.5371 -8.3266 -3.4319 0.3138 4.3845 -0.1301 1.7287 -2.6876 1.6276 1.982 -3.6932 3.7508 -0.9648 0.7836 2.6656 3.0659 -2.9007 0.3748 4.3643 1.2343 -0.017 4.1246 3.5909 -4.8846 -3.4231 2.0752 -2.1618 1.177 -4.0462 3.0855 9.3722 -10.9657 1.5113 8.0078 4.9354 -6.4965 -2.3413 -3.8496 -1.8006 -0.8156 -1.8749 -0.4722 0.9856 -2.5833 0.3984 -1.108 -8.462 -5.2799 3.324 -6.1042 -1.1638 -1.4063 0.9114 2.1066 5.092 3.1493 -1.2605 -3.2433 -1.0528 -2.8549 -0.7484 -5.0969 -2.5759 -3.5588 1.9196 -1.78 0.3193 -0.8136 3.4223 -0.1967 7.4023 8.8762 3.9042 6.4298 -2.8435 -0.5544 2.6212 -3.6113 0.5449 1.3686 -8.3188 -7.2077 -1.0509 -3.3548 5.7613 -5.1913 3.5303 -0.208 5.3383 -1.8907 -1.2371 -10.1461
"60" 4.6172 3.3752 3.4126 -1.6127 2.2856 -4.0898 -1.5745 3.9385 7.8209 2.0083 3.5411 6.512 -1.8191 6.9817 8.2273 1.8025 -8.3499 -0.3759 -3.7211 -6.8288 -6.4591 6.2845 -7.2001 4.6515 -8.0555 -4.7311 0.1111 -7.202 -2.7972 -1.537 -1.6855 3.3468 3.6184 4.0445 2.3862 -0.2032 -1.5778 1.0808 -2.2591 -4.7252 -5.7513 -3.4496 -3.4237 1.3095 1.6543 -3.8869 -5.5604 2.5413 0.897 -2.1546 -7.1553 -4.1819 -3.5001 1.9146 5.137 1.4248 -6.5358 -0.091 -5.4854 3.07 0.4052 -8.2547 -1.6976 2.8917 -0.012 -0.2578 3.9084 -7.9309 -2.5305 0.0874 -3.3331 0.253 -2.756 -1.7495 -3.0493 -0.9454 8.6182 4.1822 -6.3284 2.183 2.1088 4.2493 0.2686 1.1345 4.2466 -1.5075 -1.8869 0.6268 2.0924 7.599 -0.3479 2.2718 6.1677 -4.2359 0.0297 1.8725 -3e-04 -5.5753 -3.5215 7.9939 4.2756 -0.3906 0.3567 -6.0715 -3.4337 -1.0008 7.6829 -4.7207 1.1167 5.7369 6.5061 -0.4569 -6.322 -5.9978 -1.216 -2.1232 3.806 5.7198 -5.3122 2.7657 7.2161 -1.6842 -8.4743 1.9653 0.0731 -6.4354 -6.854 5.533 -1.0097 -9.5909 2.1439 0.6384 -4.7944 -3.3622 -0.3573 3.9758 -4.9131 6.7166 7.2898 0.8391 8.4169 -4.6588 1.4992 -2.4735 -1.7118 -2.4212 2.1872 -4.3478 3.1892 10.1874 -4.2053 -2.6608 -10.2285 -4.6537 -0.8856 -2.6388 -3.6274 -8.8956 -4.806 -1.2358 -8.0423 2.5375 1.2474 3.2979 0.7953 2.1166 -0.4267 -8.7291 0.9198 -1.4573 1.6758 2.9553 1.4509 -11.1376 11.5154 3.4353 5.4996 -5.2245 6.001 4.4485 -0.6038
"61" 16.5899 5.5856 7.2889 5.8058 -5.8551 -1.0883 -3.5216 1.5568 0.8396 -0.2235 1.6184 -4.0329 2.7904 -3.4979 -3.0955 5.1369 1.6218 -1.4486 1.7168 5.5322 3.355 -7.3713 -0.4882 4.1863 2.675 2.0218 -8.2252 2.8456 9.1811 -2.5444 4.0503 -0.2122 -2.378 -3.5918 0.6083 -2.6905 -0.1213 1.054 -3.7004 7.3102 2.1178 5.8055 7.6071 5.2985 -2.5668 5.6057 -5.0212 -5.811 -6.6585 -6.6449 -6.8927 -0.8792 -5.0737 9.7357 -10.0572 -1.7468 6.7832 -2.027 2.4164 3.7959 3.7819 6.7945 0.1832 -4.0382 2.1674 3.2378 2.2457 -1.2337 1.5105 3.6053 2.4878 -4.8759 1.9343 2.9975 -1.0142 4.4507 3.0657 0.3453 0.8648 4.0914 -1.7143 0.6938 -2.5254 -7.7761 7.4728 -0.7035 0.3074 0.0578 6.0393 -2.8533 0.0761 -3.1871 1.8692 2.2667 8.7464 6.5026 4.7806 8.4465 -1.4786 -9.5683 -3.622 -4.9864 0.4151 -1.8919 3.9262 -2.8372 -8.2146 -1.7718 3.7347 7.9998 -1.0679 7.8379 1.324 1.9445 -9.7835 -1.7534 0.0323 -5.3114 -0.2681 6.586 -3.0257 -1.7567 1.2435 0.1849 -3.0011 6.3413 5.8744 -6.2304 -4.6284 6.344 -5.0154 0.3972 -1.3534 0.9398 2.8223 2.2831 1.568 -2.2599 -3.351 -1.4438 6.4741 -3.4373 1.4667 -0.9392 0.3291 -5.7948 -2.025 -1.8492 -3.1482 -0.3208 -2.4178 -8.6167 3.2655 -2.3578 0.5083 -5.4047 3.8239 -1.0685 2.8044 -2.5358 1.9821 1.681 -3.0796 -7.9106 -0.3888 -4.6894 -2.3551 -3.5105 -2.4836 -4.4228 -3.6765 -0.8557 -6.6605 -2.2812 -8.387 1.9324 -3.7519 -3.4861 -4.3139 -5.1483 11.8874
"62" -29.8555 4.2897 6.4801 -6.7664 -1.3816 6.4575 -0.5532 -1.1063 0.6299 -1.3936 4.877 0.8904 1.0269 -3.2681 -5.7887 3.9479 7.2812 -1.1145 -0.1179 -1.3183 5.8635 -1.1044 6.1021 -3.8176 7.6102 -3.103 -2.8649 2.5352 -2.5048 1.5685 -3.9712 -1.8985 -2.1807 1.6416 5.5895 -0.7189 -2.9161 5.3037 1.5204 -1.6695 7.152 -3.3535 4.1482 6.7685 3.4726 6.9863 -0.6704 -4.8771 -7.1695 1.8305 -5.5504 -4.5049 0.5171 -6.3132 -7.6389 3.0283 -1.6403 -5.4361 0.2857 -1.8351 1.8378 4.3627 -2.3162 -6.424 -3.45 -7.988 -2.1381 -5.5065 -4.3616 -5.1726 1.5911 -0.2088 -6.2894 -0.2495 2.0985 1.1784 0.2446 1.1403 4.5958 -1.6282 2.8897 -6.1146 0.4703 -2.5862 8.2311 8.4028 -5.086 4.6873 9.9739 1.0013 2.718 7.034 3.1034 2.6408 2.7347 -0.7055 -0.5586 -1.0469 7.8439 -6.7328 -1.1294 -3.3367 0.5968 2.3518 -1.85 6.2178 -5.4759 -4.9752 1.8576 -3.9031 7.3357 -2.0165 1.1227 -3.3011 0.6267 0.5901 3.2909 1.1314 10.369 0.4839 2.0305 -0.497 8.1776 -1.4592 1.6042 -0.792 -2.1492 -1.629 3.6301 4.1171 -3.0249 -3.0983 0.1775 2.3919 -1.2438 -5.0165 3.8777 -3.6156 -6.6776 1.2798 -0.5123 4.835 -3.9325 1.9512 2.2393 -13.9013 -0.3301 0.7843 -8.3176 6.404 4.6115 2.5711 -1.9644 0.0793 6.9123 -4.4482 0.6712 0.2688 1.204 2.6641 8.7025 1.4066 3.0432 1.2701 -3.6576 -0.408 2.631 0.0248 0.0977 0.0287 -1.6762 0.9065 -3.8204 -4.199 1.7753 -5.1212 -5.7685 -2.8171 0.4466 2.5326 -0.7862
"63" -11.6529 3.0252 1.8419 -1.668 -4.8841 0.1271 -0.2371 2.0018 4.972 5.5746 5.254 4.3123 3.1002 0.9923 -1.8905 -2.4249 -0.7499 5.854 0.207 3.8949 3.2755 0.4188 -7.7833 1.2141 -1.0652 0.7439 1.3936 1.2843 4.447 -12.0352 6.3166 6.0738 -3.8284 -5.7471 2.7596 -6.3157 0.0047 5.3565 1.8311 8.1798 -2.802 -1.3651 0.9855 -7.0443 0.4173 1.6949 2.5558 -0.1432 1.288 5.9173 3.0105 1.4893 -7.749 -0.9056 1.5477 -1.437 3.5133 5.4037 -3.3564 6.9048 3.2429 3.5556 -1.6572 5.1503 0.2116 7.4711 2.9877 1.4874 2.7482 3.634 1.686 -0.5438 -3.4996 -4.8743 2.6892 2.7539 -0.6834 -2.8193 -4.1052 1.1371 5.7866 5.6743 -1.3516 -6.8053 7.8849 5.3675 -0.6552 1.8626 -3.5526 -6.4067 -3.8768 -4.6656 -1.9616 6.3769 -0.5651 2.1651 -0.3317 -3.5372 -3.8397 -3.1724 3.6408 3.6688 2.6761 3.624 0.9512 4.8076 1.6344 -1.0086 1.7191 -0.9386 -0.3208 -3.0353 2.4762 6.4206 7.8698 -2.6607 -5.1536 3.0924 -2.1036 -0.5862 -0.5338 -10.8481 -0.3734 -1.4312 0.0907 3.8825 3.6227 3.5969 6.6298 4.0023 -6.0114 -9.5138 0.1088 -3.2354 -4.1184 -11.2584 0.7086 -0.7567 -5.7431 -4.0509 1.7617 2.8637 -2.9715 -1.3586 4.48 -2.3 4.5549 -0.6934 -3.1204 6.0299 1.4126 2.1587 -2.5057 3.1868 1.7788 -10.262 -8.6972 0.2574 1.055 -5.4232 -0.5274 6.8576 4.778 4.0829 -4.6826 -4.7632 -6.0926 -0.7103 2.6462 0.6888 -4.3785 2.231 1.162 3.894 0.8698 -8.9889 2.9336 -2.333 5.0082 1.805 -3.5929
"64" 19.3769 -2.8683 2.984 0.2943 -5.4685 -4.2902 2.6541 0.6948 6.1287 6.582 0.0596 9.5962 4.7766 -2.4224 -2.6356 4.5217 8.3294 6.7933 -5.2241 -0.38 -6.3474 1.8395 4.2788 -5.9752 8.93 1.4916 0.2348 -12.6992 -2.6645 4.2329 -0.528 -3.859 -9.6232 -4.0395 0.9244 1.6633 10.9005 -1.6348 -7.968 7.9249 10.9229 -6.4269 -7.4233 -1.8788 -3.1552 8.2546 -5.8918 0.3656 1.4308 -1.2339 -3.3792 2.0189 -3.6871 -1.3731 6.8452 6.7625 0.7447 -1.8785 -4.7946 -3.753 -4.9039 1.2877 0.0043 9.6568 6.9455 5.2946 13.3273 -3.6897 -3.9409 3.2838 1.9211 3.5765 2.7348 -0.5326 3.7958 3.0466 -2.0512 0.0388 3.7624 4.7919 -2.3285 -5.8905 -1.2226 3.7744 0.3147 -8.1014 2.8193 0.001 -0.99 2.3123 0.3875 3.7815 0.8566 -2.4227 -4.3625 1.1898 -0.3997 -2.7323 -2.1248 0.1705 2.1833 -5.5102 1.4269 2.8885 -4.3758 -1.0163 -1.988 3.7763 -1.9442 1.5561 -0.1574 -3.1884 -4.9529 -4.3297 -0.393 1.3076 0.9673 5.0983 -0.6021 -1.8183 4.3781 0.2964 7.8376 6.4383 2.1077 0.297 0.0637 -5.2355 -0.3268 5.5404 1.1098 -1.5335 0.4044 -8.0593 4.1526 -0.0487 2.9827 -3.8435 -1.7011 2.1541 -5.6876 3.4365 -1.2709 7.2998 4.0987 1.8858 1.9012 2.7873 -1.6383 -1.6495 3.5898 2.2832 -0.9528 -1.7964 -3.4544 -0.8152 -4.4908 4.8605 -3.2517 2.0355 8.4642 2.27 0.8982 -8.0085 5.7566 4.6579 3.4701 -1.8892 1.401 1.4723 -4.8338 -2.7647 -2.7002 1.5656 3.1097 2.0354 1.3535 -2.7816 2.7827 4.3285 1.9622
"65" -46.9606 0.6289 -4.4463 -5.1477 -3.0358 -2.4009 0.1563 8.0673 4.8659 1.1265 -5.0366 1.9461 1.3253 -6.9352 4.0389 4.6308 2.1113 -3.4401 -4.2761 -1.0813 1.8591 -1.8285 2.3993 1.0525 3.0684 4.6176 0.9698 -4.999 -4.5768 -0.8283 2.6465 4.6281 -0.5858 6.2809 0.0282 -0.7186 -0.3787 0.9937 -4.0671 -2.9051 -2.3658 -2.0958 -5.3633 0.3257 0.5541 -1.9564 0.1433 1.7653 1.3209 4.2034 4.4663 -2.2302 1.2005 4.5901 2.6058 9.0374 -1.0447 2.1476 6.5718 3.5383 3.1501 3.7404 -8.1468 0.2414 2.23 -2.4626 -1.5469 -3.876 -0.9872 4.3606 2.8884 -1.1957 -0.2686 3.5872 -0.3454 -1.9033 -4.256 6.4003 -0.2574 -2.166 -3.9229 -7.272 -2.9735 -1.6103 1.9656 -5.9225 2.2401 6.1751 3.7985 -0.8447 -2.5393 -9.2965 -2.0913 0.7114 -2.6876 -8.5758 1.1745 3.4839 5.7589 -3.2821 2.2992 -4.7591 -5.5872 -4.4422 6.943 0.5106 -8.1902 -2.2786 4.2591 -1.6835 -0.2132 5.4075 -8.5086 -0.2036 -1.0583 -0.1 3.3045 -4.4011 -4.3313 -0.34 -7.0259 -4.3655 3.2593 -0.1796 5.9217 0.1244 -2.0514 -12.0678 10.6635 4.8 -2.8466 -2.6356 -5.2343 -5.7511 -3.9316 3.1729 -2.8682 4.9251 -6.5221 -4.3638 9.0994 5.2631 -0.9632 -3.2763 0.6088 1.7734 -6.4343 -5.8339 0.0194 3.3209 -5.6296 -0.5362 3.9949 -0.829 2.701 -2.1554 1.4787 0.1682 -0.226 -2.0141 4.2705 1.9568 0.7786 -0.0472 -1.8358 2.8533 -7.7021 2.8522 2.5976 -7.8402 -5.6542 -2.726 -6.364 -1.0803 -1.0313 6.2625 -5.1665 -0.7237 -4.6581 -0.6405 2.257
